id,severity
465366,major
465308,normal
465272,major
465241,normal
465135,normal
465239,normal
465234,normal
465137,normal
465209,normal
465262,normal
465136,normal
465424,normal
465460,normal
465501,normal
465483,normal
465580,normal
462300,normal
465784,normal
465980,normal
465886,critical
464807,critical
466206,normal
466826,normal
460767,normal
463806,normal
467301,major
467143,normal
464559,normal
467362,normal
467499,normal
467513,major
467865,normal
465799,normal
467854,enhancement
468066,normal
468140,normal
468393,normal
468211,normal
466957,major
468624,normal
468659,major
468743,normal
469012,normal
448500,normal
437925,normal
469313,normal
469241,major
467271,normal
469356,major
469586,normal
469824,normal
465808,normal
467747,normal
470212,normal
470223,normal
470261,normal
470264,normal
416737,major
470485,normal
470492,normal
470506,normal
470494,normal
470745,normal
470758,normal
470739,minor
470959,minor
469170,major
342338,minor
470711,trivial
471212,normal
471259,normal
471359,normal
471590,normal
471716,trivial
472344,normal
472409,major
472461,normal
472635,normal
472763,normal
469001,normal
375250,normal
468423,major
473271,normal
473494,normal
464639,critical
473428,normal
473938,major
405428,normal
474080,normal
450430,normal
474220,normal
457832,normal
474629,major
475144,critical
475156,major
475084,normal
474937,normal
471197,normal
475347,normal
475441,major
475463,enhancement
475479,normal
475078,normal
475603,major
475646,normal
475837,normal
475916,normal
475574,major
476029,normal
476350,normal
476368,major
476349,normal
472683,critical
435350,critical
476561,normal
476676,normal
476357,minor
476768,normal
363747,enhancement
468721,normal
473075,normal
476706,normal
477332,normal
478147,normal
478318,normal
478030,normal
478983,major
479022,normal
479152,normal
479766,major
479841,critical
479618,normal
468840,normal
480158,normal
471968,critical
480352,normal
480277,normal
457316,critical
480544,major
469581,enhancement
480430,normal
480743,major
480878,normal
480905,normal
480956,normal
480972,critical
480975,normal
481351,normal
481436,major
480493,normal
481601,normal
481617,normal
471373,normal
481444,normal
478182,critical
380432,normal
407230,normal
421621,major
436700,normal
480147,normal
459414,normal
474008,normal
482578,minor
482690,normal
474358,normal
482015,normal
482970,normal
483083,normal
483755,major
386813,normal
483751,trivial
483805,normal
462970,normal
483740,trivial
484035,major
482549,trivial
484104,normal
441350,major
483940,critical
484204,major
484320,normal
484471,minor
483821,normal
484628,critical
485364,major
485175,normal
485495,normal
374312,normal
485827,normal
486039,trivial
419662,minor
486349,normal
486436,critical
486701,normal
404929,minor
485866,normal
485012,minor
487454,normal
487238,major
487271,normal
487519,normal
487417,normal
339587,major
482687,normal
453772,normal
487930,enhancement
485424,normal
487957,major
488015,normal
488046,normal
486470,major
488162,normal
488216,major
488696,normal
488802,normal
488896,normal
488808,normal
489045,normal
489040,critical
377498,enhancement
489117,normal
485392,normal
482800,normal
489704,major
484898,normal
489546,normal
490125,normal
490041,normal
490163,critical
338561,normal
338985,normal
345402,normal
476865,minor
490390,normal
490296,normal
490701,normal
490848,normal
436046,minor
474980,normal
483912,normal
489682,normal
465131,normal
474695,normal
490818,major
492193,normal
492275,normal
421643,critical
492483,normal
492506,normal
479227,major
492720,major
492717,normal
492496,normal
482070,minor
493281,normal
493362,normal
476283,normal
493465,normal
493480,normal
493541,normal
493657,major
458553,enhancement
493301,normal
494116,major
494899,normal
494975,critical
494503,normal
495349,major
495463,major
495635,normal
468189,normal
495400,normal
495554,normal
411833,normal
484050,normal
496190,normal
490196,normal
496316,normal
496326,normal
441197,enhancement
496532,normal
496134,normal
497060,critical
496825,major
497149,normal
497119,normal
488862,normal
456517,critical
429484,normal
498250,normal
498360,normal
498586,major
498591,normal
497355,critical
496308,normal
498223,major
385690,minor
498593,trivial
450767,normal
498993,normal
499295,normal
475025,normal
499455,normal
499512,blocker
500068,normal
500096,blocker
500108,normal
498853,blocker
500200,normal
500311,normal
500491,normal
500777,normal
500880,critical
499538,normal
501017,minor
501071,major
500130,normal
501275,critical
501315,normal
501381,minor
499805,normal
501637,normal
501846,critical
501960,normal
501080,normal
502275,normal
502242,normal
502296,normal
502327,major
502424,normal
502617,normal
502672,normal
502733,normal
502754,normal
502796,normal
474210,critical
420605,minor
502949,normal
503010,major
503186,enhancement
503310,normal
502714,normal
502604,normal
503818,critical
503817,normal
503784,normal
503942,normal
504215,normal
502584,normal
503570,critical
504098,major
504043,normal
504472,normal
504586,minor
495196,normal
504647,blocker
504766,normal
505081,normal
352822,major
488731,normal
505513,critical
505887,normal
506007,normal
423342,major
506521,normal
506742,normal
478823,normal
507037,normal
507092,normal
507342,normal
507367,enhancement
505139,normal
332173,normal
507457,normal
503603,normal
507592,normal
507928,normal
508166,normal
508191,normal
508760,normal
508754,major
509025,normal
507993,normal
504508,major
509314,major
509413,blocker
510350,normal
503856,normal
510522,normal
510627,normal
510575,normal
506844,critical
504096,normal
506038,normal
496788,critical
511610,normal
511671,normal
497304,major
512059,normal
512058,normal
512561,normal
512296,normal
513015,normal
398573,normal
513032,normal
504797,major
513544,normal
513999,normal
514073,normal
514429,normal
490616,major
506596,normal
487817,normal
513982,normal
514805,normal
515272,normal
515288,normal
515546,normal
515595,normal
515380,normal
461346,critical
495333,critical
500520,critical
508532,critical
516203,normal
516280,normal
485694,critical
516316,major
516335,normal
516621,normal
515718,major
516665,normal
516602,normal
516735,normal
516896,enhancement
507901,normal
517115,major
517372,normal
517506,normal
517968,normal
518096,normal
517957,normal
518514,normal
518550,normal
340148,minor
505455,normal
430910,normal
519129,normal
519451,normal
518103,normal
519886,normal
519907,critical
520129,normal
409547,enhancement
520319,normal
520420,normal
520492,normal
520831,normal
507167,normal
409500,major
510498,normal
521579,normal
429648,major
429645,major
429642,major
443922,critical
501908,critical
429639,major
521937,normal
522030,normal
520825,normal
519534,critical
520931,critical
522229,trivial
522457,normal
519589,normal
522931,normal
523188,normal
521549,normal
523885,normal
523745,normal
523709,normal
524348,major
511689,normal
525396,critical
525326,normal
525579,normal
525828,major
526097,normal
506902,normal
526276,normal
521407,normal
526462,critical
526658,normal
523216,normal
525276,normal
520569,normal
527027,critical
527280,normal
527287,normal
527289,normal
526483,normal
524014,normal
527882,normal
520528,normal
527970,major
490727,normal
523074,normal
525172,enhancement
510266,normal
511647,normal
512641,normal
514734,normal
519363,normal
522671,normal
523794,normal
524327,normal
525028,normal
525625,normal
526298,normal
526401,normal
526452,normal
526848,normal
527770,normal
527772,normal
528204,normal
521187,normal
527466,normal
523819,normal
520639,normal
514300,normal
514921,normal
523528,normal
524255,normal
525575,normal
525581,normal
526447,normal
528382,normal
526586,normal
528259,blocker
528305,major
529232,normal
529482,normal
529791,normal
529827,normal
529269,normal
529698,normal
529910,normal
525277,normal
529683,minor
530061,normal
529442,normal
514533,normal
529041,normal
530490,normal
530642,normal
530789,normal
530989,normal
530810,normal
530971,normal
531055,normal
530812,normal
526976,normal
531165,normal
531341,normal
531551,normal
531574,normal
496940,major
530489,major
531856,normal
532162,normal
532259,normal
532062,major
532096,normal
532528,normal
522640,normal
532612,normal
533141,normal
533481,normal
341865,normal
372166,major
419881,normal
476975,normal
514922,normal
526224,normal
526769,normal
526787,normal
452845,normal
533688,normal
468630,normal
501279,normal
497514,major
534051,normal
526463,normal
534349,critical
534361,normal
534407,normal
534562,normal
534473,normal
534755,normal
534676,normal
534791,normal
533035,normal
534919,normal
534866,normal
534975,normal
535106,normal
535203,normal
535539,critical
535651,normal
535193,normal
535773,normal
536230,normal
536306,normal
536604,normal
536650,major
536708,normal
535898,normal
460049,normal
468736,major
521849,major
501545,normal
537119,normal
537527,normal
536061,normal
537533,trivial
536063,normal
537859,normal
535568,normal
514644,major
533258,normal
538324,normal
418091,normal
538730,normal
538698,normal
538724,normal
539040,normal
539060,normal
539377,normal
489153,minor
539805,normal
458827,normal
535684,normal
539453,normal
540566,normal
541381,trivial
541830,normal
541828,normal
535891,normal
542068,critical
541809,normal
529263,normal
542550,normal
531364,normal
542780,normal
543355,major
543329,major
543565,normal
543649,normal
380266,major
543770,major
543839,normal
542726,normal
543802,critical
544020,normal
543376,normal
544074,major
544213,normal
544235,critical
544173,normal
544211,major
537761,normal
537967,normal
544413,normal
544015,normal
545644,normal
545585,normal
546089,normal
536861,normal
547083,major
535887,normal
521405,normal
535903,normal
544277,normal
533251,normal
546748,normal
548274,normal
462361,normal
548495,major
549083,trivial
510788,normal
536466,normal
549388,normal
551153,normal
538977,normal
551438,minor
551549,normal
551448,normal
551326,normal
501881,critical
550044,normal
499266,major
552384,major
551699,normal
552688,trivial
553293,normal
553586,normal
550709,normal
378829,normal
550704,normal
553963,normal
553972,normal
554466,normal
554505,normal
445204,normal
460026,normal
466182,major
531961,normal
554906,trivial
554959,normal
483672,normal
553862,major
555182,normal
555485,blocker
555505,normal
555312,normal
555563,major
554313,normal
555727,normal
556194,normal
555950,normal
557035,normal
557413,normal
557512,major
557530,critical
558024,normal
558035,normal
558025,normal
558130,normal
558299,normal
511075,minor
558557,critical
557557,normal
558741,normal
558757,normal
558720,normal
551658,normal
558913,major
557216,normal
544518,critical
529192,normal
559384,normal
559496,major
559494,major
553569,normal
492925,minor
558618,normal
557946,normal
560874,normal
551997,normal
561308,normal
561318,normal
560212,major
561457,normal
561536,major
506771,critical
561700,blocker
561949,normal
562039,enhancement
562038,normal
491320,normal
562628,normal
562630,major
562664,normal
561709,normal
563034,normal
563361,blocker
536544,major
563358,normal
563303,critical
559760,normal
436323,normal
563259,normal
564249,normal
564344,normal
564391,normal
564454,major
564584,normal
564443,normal
565070,normal
564572,normal
565222,normal
565319,normal
565864,normal
565843,enhancement
482932,normal
563248,normal
566614,normal
567151,major
558986,normal
567335,major
559949,normal
567565,normal
567470,normal
550532,normal
552627,normal
567707,normal
566552,minor
567877,normal
567937,normal
562074,normal
567720,normal
566103,normal
568467,normal
568867,critical
569265,normal
569510,normal
569982,normal
569975,normal
561977,normal
486271,normal
560154,normal
568460,normal
570435,normal
420993,normal
570694,normal
571216,normal
571225,normal
571208,normal
571246,normal
571507,major
571605,critical
483951,normal
488085,normal
571830,normal
418413,normal
540690,normal
536720,normal
572018,critical
536880,normal
572490,normal
572515,major
572607,normal
572134,normal
572814,normal
572980,normal
562955,normal
572637,normal
574724,normal
574631,critical
564792,minor
490879,minor
575185,normal
527339,normal
575493,major
575800,normal
576394,normal
570314,critical
574095,normal
575571,normal
576492,normal
576267,major
576548,normal
576616,critical
576620,normal
568276,normal
577366,critical
577254,major
577797,normal
577870,minor
578096,critical
575492,normal
578439,normal
578465,normal
578604,normal
579191,normal
579215,normal
579484,normal
579374,trivial
499292,normal
579959,normal
580554,normal
579303,normal
567232,normal
580874,normal
581015,normal
581023,trivial
563331,normal
581702,normal
