id,severity,description
334488,normal,Double UTF-8 in full name
337929,normal,Work offline gets checkmark even if dialog canceled
337835,major,Inbox--multiple problems
338109,critical,crashed when switch to the IME winabc v4.0
338090,major,Error occurs when connecting to pop3 enhanced server pophm.sympatico.ca
331322,trivial,"Wrong Message Icon when 'Reply' clicked, and recip changed"
338285,critical,Parsing error in mailWindow1.css
332883,normal,Thunderbird freezes while searching in a folder with lots of messages ( search bar )
338290,critical,Thunderbird timed out when trying to download mail from mail.yahoo.com on all tries
338658,critical,Mail composition : address autocompletion broken
338727,normal,Columns in folder pane not resizable
339139,major,Failed to load XPCOM component
339161,critical,"when I click on the ""Junk"" folder in Thunderbird, program crashes."
339175,normal,"[Find Tool Bar]: Neither ""Find Next"" nor ""Find Previous"" work at the message window"
339559,major,"TB freezes when selected ""Show: not read"" in threaded mode"
339240,normal,Printing emails
339410,normal,images not displayed inside RSS message body
339887,major,Message contents don't change to plain text on Options > Format > Plain Text Only
340434,normal,"""Grouped By Sort"" (for status) has no Group for ""Unread"" messages - Both Unread AND read are shown as ""Read"""
340460,normal,Count # increases not read but no messages appear?
340647,major,T-Bird does not exit properly
340662,critical,Thunderbird doesn't open attachments with the proper program
326368,major,"Gets stuck in 100% CPU loop, must kill process"
341241,normal,"After entering a character with alt-numlock-0227, focus behaves strangely"
341369,normal,Label colors are not working
341042,major,Messages that are forwarded as attachments end up blank / empty
341173,enhancement,Need hotkeys to assign tags to messages
325986,normal,glibc detected free error causes Thunberbird hang
343467,critical,Custom new mail sound playback overwrites adress book
343606,critical,my first bug_ chinna
343910,normal,Crash when sorting by tags column and than group by sort
341490,normal,"""New folder"" context menu no more present in TB 2.0a1"
326888,normal,Duplicate download XPTs
344133,enhancement,First time launch presents dialog with one choce only
326629,normal,Stack trace of a tbird UI hang
335823,enhancement,Universal binaries not yet out for 2.0a1
345386,normal,Non-custom install progress meter refers to installing optional components when there aren't any
345485,normal,2006-07-21 1.8branch build: Menu doesn't work
343901,normal,cannot install dictionaries in thunderbird since bug 216382 landed
343018,normal,spell checker identifies all words as mis-spelled
346460,normal,It crashes when the message is moved
346765,normal,100% CPU hang
346781,major,"Cannot send outgoing mail, i receive a message stating the domain is blacklisted"
346355,normal,Crash when restarting Thunderbird [crash @ libc.so.6]
346696,major,Using customise toolbar function disables menus
328586,normal,"""Save Image As..."" context menu item missing from context menu"
346966,normal,message headers spaced further apart (2.0a1 vs 1.5.0x)
347681,critical,"Forwarding or pasting a long email (1,500 line log) freezes TB in Composer Window"
347519,normal,"Accesskey for ""Proportional"" is not displayed in the preference font panel"
347539,normal,Missing accesskeys in font pref panel
347994,normal,New mail alert is not displayed
348411,major,IMAP mail folder subscription does not work.
348392,normal,"""Apply Downloaded Update Now..."" menu is misaligned"
348506,normal,crash when i type first characters of mail address and composer finds a match in address book
348534,normal,Thunderbird crashes before finished importing mail from Eudora 7.0.1.0 light mode
348714,major,Crash after extension disabling
333877,normal,TB 1.5.0.2 - 100% processor utilization processing IMAP IDLE
331009,critical,The Main Mail page does not show three panes-Local Folders are not visible
350196,enhancement,Add same mail account with different server port
350399,normal,Thunderbird crashes when pasting an image from clipboard from Photoshop
351057,major,Reply not working in build 20060901
350536,normal,Crash loading a saved search after dismissing the folder properties dialog
332599,normal,"Few pixels tall white space above ""From:"" in compose window"
339566,normal,"Text in editor repositioned, when cursor moved over ""wrongly spelled"" word"
351517,normal,Ctrl-W on a loading thunderbird window closes/crashes *ALL* open thunderbird windows
351989,normal,Crashes when scrolling
350175,major,Bad ENVID parameter syntax when sending mail to certain servers
352352,normal,"Thunderbird keeps crashing while open, but idle in background"
349547,normal,Should not be able to open the same draft multiple times
351445,normal,Match all messages in the filter dialog hides UI elements
352409,normal,signed / encrypted icon too close to the edge in the message header area
347542,normal,"Sort-order in ""Move to"" or ""Copy to"" different under Windows/Linux"
352836,normal,Prefs: General tab contains mis-sized button
350478,major,display of the message listing corrupt
333904,normal,"""Save All...""/""Detach All...""/""Delete All..."" attachment context menu items should be disabled if all attachments are already detached/deleted"
351437,normal,message-list pane does not scroll to bottom messages on start anymore
353318,major,Thunderbird 1.5.0.7 continually prompted to install 1.5.0.7 update (when already installed)
353347,normal,"Quick Search ""Entire Message"" should be changed to ""Body"""
353590,normal,"extra space in info text in updater (between text and ellipsis)  ex:  ""a few moments ..."""
353792,normal,"Have to use ""force quit"" on Mac OS, Thunderbird often does not quit properly"
346672,normal,Croatian Speller
354289,normal,Changes for 338318 cause error message embedded in thunderbird chrome
354938,normal,New Mail Sound Browse doesn't start in the current sound directory
339763,normal,Tab/shift+tab keys do not work in Search Messages window
354132,critical,Crash when applying Thunerbird to be default newsreader
355887,normal,Focus set incorrectly when creating new message
356032,normal,Tab removes quote marks from recipient addresses with commas
356030,blocker,crash on startup
351502,critical,IMAP hang after deleting many messages with another client
356429,major,Dragging and dropping email copys instead of move.
356445,critical,I cann't send emails
356537,normal,"""Unread posts in thread"" symbol in newsgroup thread column when there are no unread posts"
356770,normal,'Tools menu' is used on linux where 'Edit menu' should be used
356985,normal,Thunderbird randomly will crash
357168,major,Thunderbird 1.5.0.7 crashes after starting in libmail NSGetModule
343304,major,drag & drop contacts to lists
357264,normal,Sent messages do not get into sent folder
358662,critical,Red diamond box when copying or cutting & pasting screenshots from windows clipboard or images from paint.
358421,critical,100% CPU When reading and displaying long messages
359707,critical,"no body text, no attachments"
359998,critical,Forced Update (auto-update) this morning resulted in no email access whatsoever.
359885,normal,Error R6034
341183,normal,Auto-selected version string in About window
360448,normal,Could not access help file while saving the attachment
360409,critical,Mail received from Chilkat and JMail X-Mailers is lost or disappears
360887,critical,"SMTP hangs on send, after upgrade to 1.5.0.8."
337881,normal,"After spell check completed, a window came up ad ising of illegal operation and program wil be closed.  the report is shown in the detail window below."
361285,normal,"nocachedbodybody property in messenger.properties is missing a space between ""Offline."" and ""In the future""."
361374,major,threads sometimes vanish (disappear) from news accounts
361603,normal,Move/Copy/Label menu greyed out when 'group' thread selected.
354748,normal,"Status bar disappears off bottom of screen in ""Wide View"" Layout"
354136,normal,mailbox full message does not say which mailbox.
361905,major,conection to smtp server fails
362213,normal,heap overflow in MimeExternalBody_parse_eof
362123,normal,Strange bugs with specific email thread
336415,normal,Thunderbird hangs if it's closed while Print dialog is open
362602,normal,Writing plain text messages is too obtuse
362919,normal,preview pane is to big (scam/spam)
358547,normal,Deletes last viewed Email when program closes
324686,normal,mail search result not listed except for number of occurances
329055,normal,Thunderbird reports problem then says it has to close with no warning
363775,major,'News&Blog' and 'Unix mailpool' options are missing
363831,normal,[IMAP] Loading of a message from a virtual folder is restarted infinitly
364206,blocker,"Multiple modifier keys are broken, e.g. Reply All key (Ctrl-Shift-R) acts like Reply"
364815,minor,JS Errors closing/opening compose window after opening Contacts Sidebar
363568,major,"Clicking new mail before notification box, causes thunderbird to zombie"
363113,normal,auto complete freezes after typing one or two characters
365977,normal,Can't copy address contacts if they don't have email address!!
364939,normal,Thunderbird memory leak using up over 1GB of memory
366602,normal,using composer--crashes--becomes unresponsive
359160,normal,crash if I close the mail window while checking for new POP mail
366447,normal,Incomplete favorite folders list on startup
367514,critical,Pop 3 failure / timeout on working port 110
367434,critical,Many labels do not have the LABEL_FOR relation set
367470,critical,Crash randomly
368104,critical,information for importing certificates is wrong
368151,normal,Signatures with image
368303,major,Thunderbird 2.0 forgets Junk Settings in Profile Manager
368509,major,Previous/Next and Back/Forward buttons in Customize Window
369104,normal,"""Spell Check As You Type"" in the subject line is always on in a new plain text message compose window"
369159,normal,missing access keys for Gmail and RSS News & Blogs account types in the account wizard
369352,normal,"Rolling selection bar over messages, marked as read automatically"
343960,normal,Undeletable message
333220,normal,Using Delete key in reply under certain circumstances causes crash
370330,normal,I cannot view my new emails
370918,normal,"""blank"" menu item at the bottom of the ""Edit"" menu"
359141,normal,"Sender drop down menu hides more than three entries, without presenting a vertical scrollbar"
369056,normal,"Unsent Messages have syntax error, I cannot send them"
372261,critical,blank Message list and message pane after update
372253,normal,"focus changed after all messages in window are deleted, breaking tab order"
372421,critical,"Auto-update fails, re-install fails"
373270,normal,Running Junk Mail Controls on Folder then Switch Folders Causes Data Loss
374195,normal,Attach file to draft don't ask me to save
374259,normal,"Folder functionality lost when you create a new saved search in an inbox subfolder named as ""."""
374445,trivial,Drag 'n' drop contact to mail composer
373708,normal,Message header included in e-mail when forwarding a email
364531,normal,Update Tb causes sort to change from descending to ascending
375678,major,crash if I close the mail window while checking for new POP mail
368914,trivial,remove unnecessary strings in contentAreaCommands.dtd
376089,enhancement,open eml files from the command line
376582,major,Unable to save attachment of attachment.
377277,critical,Own Theme Installation
377350,minor,TB crashes when trying to compose an email without an account.
322628,normal,Palm Sync Build Changes
377662,major,Message compose window does not open
346651,critical,"thunderbird will not uninstall, locks up add or remove programs and hangs"
378113,normal,APOP challenge string should be checked strictly
378243,normal,sending of password did not succeed. Mail server locallhost responded: Negatives vibes from whayo21@hotmail.com
378565,critical,Mail copy between different imap accounts kills all network connections to the target domain
378898,major,Options dialog information cropped
377998,major,wrong address when reply
378446,enhancement,Seperate S/MIME from openPGP menu item. Create seperate menu item for S/MIME
379626,normal,Incorrect action after check mail as spam
376259,major,crash when importing large Eudora mail folder
379868,critical,Fail to download POP3 Messages from Server
359916,normal,crash if I close the mail window while checking for new POP mail
355862,normal,Tools>Options>Advanced>Config Editor... hangs after massive scrolling
335138,major,Error Message Loops Without Exit
381009,critical,"[Thunderbird-trunk] Crash when clicking on ""write new message"" icon toolbar"
381116,normal,Unable to specify the recipient
381259,normal,Thunderbird will not launch.
381418,enhancement,Change versioning system for Thunderbird trunk/branch builds
380324,enhancement,Provide a Save As function that doesn't show a destination dialog (simple)
370829,normal,Thunderbird becomes very sluggish after long uptime (3 or 4 hours)
381867,major,Infinite loop when copying/moving messages to IMAP folder
382605,critical,New update caused Thunderbird not to start
382442,critical,Save on Send to IMAP folder using non-default identity fails
368355,normal,Outlook Contacts integration causes TB autocomplete freezes up to 1 minute after typing one or two characters of an email adress
383346,major,Broken drop-down menu in Tools/
383738,critical,Junk / Not Junk toolbar button is not deactivated during toolbar customization
383779,normal,No way to automatically forward messages in UTF-8
380897,critical,FOUND SOLUTION: Problem Thunderbird hanging on large e-mails
337781,normal,Messages lost during POP retrieval when disk really *is* full
384588,normal,after update to Thunderbird 2.0.0.4 error: js3250.dll is not a valid winodws image
385689,normal,Charset not detected if not writen in capitals (by other mail clients...)
386261,critical,Lighting 0.5 and BirdieSync 1.5.4.3 Crash Thunderbird on Startup
351167,normal,arrow does not change to finger over URL
386855,major,attachment file name stripped of consecutive spaces
387111,critical,Crash on startup with existing Profile
364179,enhancement,Thunderbird does not support unicode filenames.
388441,enhancement,[RFE] re-instate ability to use about: URIs as the Thunderbird Start Page
342696,normal,After falied mail-saving mail is saved to send-folder after retrying
347547,critical,"Trash folder (With squirrel mail, it seems to confuse Thunderbird)"
389039,major,"Thunderbird ""quits"" when viewing newsgroups with binary content"
389265,major,MAILTO Protocol Association doesn't show up
336973,normal,Message window leaks
389457,normal,Thunderbird Crashes on New Mail Notification with Tango Theme
334498,normal,"message filing sub-menus do not display correctly in a dual-monitor system, when a top-level folder has many sub-folders"
389975,critical,Thunderbird 2.0.0.6 rc1 candidates have the wrong ProductID
326584,normal,"Message Aging: UI rewording needed for ""Don't Delete any messages"" checkbox"
373399,normal,Mail dragged meant to be dragged into a folder but missed permanently disappears.
391792,normal,Major Update from 1.5x to 2.x delete Update History
392457,critical,Outlook datafile can not be found
378973,normal,Tags stored incorreectly when message moved from remote to local folder
370920,minor,Single Right Click in Right Bottom Corner of Preview Pane Deletes Message
392830,major,Moving messages no longer deletes from server!!
392996,normal,message does not load when using open button on search dialog when using thread filters
389984,normal,Detach a already detached message result in 0x80004003 (NS_ERROR_INVALID_POINTER) [nsIMessenger.detachAttachment]
357938,normal,Junk mail icon missing in the message list
393213,normal,"With 6 accounts, the 6th fails to check for new messages every n minutes"
364021,major,Thunderbird always starts in minimized windows
392753,major,Info bar at bottom is blank if the start page is loaded
392660,normal,When writing email using bold or bullets for emphasis once sent text changes to non bold with asterisks on each side of bolded words or in place of bullets
387334,normal,"Corrupt address book due to Missing ""@$"" in abook.mab"
392454,normal,Status bar area information is incorrect with IMAP sometimes
392904,normal,Cannot delete mail
393382,normal,Highlight not updated in summary pane after hotkey '0' is used to remove tags
371142,critical,Other messages show up in reply
374814,critical,Unread messages moved to folders by filters don't always cause the folder to be highlighted or found by the Go -> Next -> Unread Message command.
379708,major,'Delete Mail Marked as Junk in Folder' always disabled and other bugs
393341,critical,program will not open
392956,normal,Thunderbird occasionally forgets about profile and runs new account wizard
394380,normal,CG Event taps can steal email account passwords
381588,normal,Junk filter duplicating messages
324085,trivial,Compact folders shows no progress or completion messages in the statusbar
378731,normal,Key Accelerator for View -> Sort By -> Grouped By Sort Group not accessible
357435,normal,"""Mark all read"" is disabled on news (NNTP) folders in ""Unread folders"" view after reading few messages"
347207,normal,Search box truncated on default install
392628,major,View only labeled message options no longer available
378426,normal,when dragging an email from the inbox to a folder the folder column does not skroll
395861,normal,No option to sort unread mails
395382,critical,Links in thunderbird don't open in a NEW window.
385555,critical,"Popup saying new message, but nothing new in inbox"
394211,normal,Cannot import address book from MS Outlook
396431,normal,An Inbox will lose all its email spontaneously.
380903,normal,Problems handling attachments with Japanese characters in filename
335044,minor,Close shortcut doesn't work on About window
323159,normal,"""Trust junk mail headers set by:"" should be logged in Junk Mail Log, not message filter log"
397348,normal,"[Cocoa] Some command / keyboard shortcuts don't work until menu opened (cmd-c, cmd-v, cmd-u etc.)"
324350,normal,False Indication of Collapsed Threads
387099,enhancement,Posting too much text into e-mail edit window causes major slowdown of the program - automatic spellchecker responsible
397781,major,"tab icons overlap such that close buttons on tabs are ""hidden"" underneath"
396037,normal,intermittent loss of cached imap messages
385121,normal,"LABELLED_BY, LABEL_FOR relations should be set for header fields in the Thunderbird message composition window"
358821,normal,Mailboxes sometimes do not display one unread message when displaying ALL messages
400233,major,Cursor (caret) moves to beginning of line when using up/down-arrow keys to navigate
392637,major,"Incoming unread (new) messages which are filtered to add tags or stars cause ""new messages"" indicators to deceptively persist"
345461,critical,Mail does not stay deleted
387006,normal,saved search not displayed after switching from calendar
384686,normal,"Number of unread message is wrong when a rulle ""delete and mark as unread"" exists"
392564,critical,after upgrade to 2.0.0.6 (20070728) IMAP folders contents are not visible
400435,normal,thunderbird appeared to deadlock
401120,major,new mail indicator icon shows even after new mail has been read
401231,critical,Windows / Linux interoperability fails
401550,normal,"Hebrew messages render as ""???"""
401879,critical,Offline INBOX contents deleted when IMAP server times out
401043,normal,Folder contents deleted if msg is deleted while mail is being received
367139,critical,Mail doesn't allow deletion of messages after running for a while.
390061,enhancement,selecting IMAP folder should not show busy cursor
403473,normal,Big memory leak when opening and re-indexing large local mail folders
403359,normal,"File created by ""save as"" HTML does not contain information after ""To:"" and so on."
402480,normal,IMAP folder scrolls to top while auto refreshing
367585,normal,After sending an email it try's to put the email into the sent folder.
382276,normal,'delete selected files/folder' message appears in get mail window
361841,normal,Thunderbird Crashed when I was moving a lot of mail from inbox to another folder
388032,normal,Blank messages
377093,normal,Messages opened from search window are blank
355626,normal,"command + a in ""add to address book"" sheet (from mail 3 pane) selects all message in thread pane, and not all text in focused text box"
404230,normal,undo delete message crashes thunderbird
325703,normal,Infinite loop/hang on print preview on attachement forwarded messages
346866,normal,Empty spell check window pops up with no errors
347147,normal,Filter disappears when changing accounts
406571,normal,impssibility to access internet via pop or smtp messages income or outgo not possible
362539,minor,Filters rules disappears when restarting
406839,normal,Long subject going beyond screen border does not scroll using mouse-highlighting
368963,normal,"TB hangs when attaching a file, while the address auto-complete is still shown"
408152,enhancement,Expand/ Collapse sub-threads
377301,major,New mail notification window displays details on old emails
408626,major,Quoted text originating from MS Outlook often shows up with negative leading (line spacing)
384417,major,"Delete button disabled in IMAP folders, enabled in Local Folders"
402097,critical,"TB lags for a long time for retrieving, deleting, and moving messages for Yahoo POP3"
386867,normal,Html Mail Question. 2nd phrase tooooo long.
398064,normal,Updating message count when opening a news account takes very long
398524,normal,adress book no longer working after 5 adresses search . I must close and re-initiate Thunderbird
329037,normal,Status Update Text collisions when copying messages
375521,normal,Expand/collapse buttons remain visible when moving between messages
395374,normal,Send Unsent Messages fails silently in offline mode
393313,normal,Link to download message not shown for encrypted messages using POP3 'Fetch headers only'
376360,critical,Thunderbird does not download messages
392891,normal,"Crash at startup, talkback id TB35001614K"
393123,enhancement,"Thunderbird is slow to delete multiple emails, (POP3/local deleting, deletion)"
411234,normal,lost email
411992,normal,Images received in the body of emails are incomplete or do not display completely.
343932,normal,Sort Indicator in Size Column header for thread pane needs padding
412701,normal,Crash in nsCSSFrameConstructor::RestyleEvent::HandleEvent when closing
378340,minor,SpamAssasin typo in mailnews.js
380047,enhancement,Disable recent folders
383438,major,File MsgFilterRules.dat gets corrupted after closing thunderbird
414100,critical,"creating new email account with same POP server does not appear, access to other accounts inbox/sent contents lost"
415092,major,Message disappearing from inbox
366419,enhancement,Junkfilter do not work anymore
394244,normal,"""Trust junk mail headers set by SpamAssasin + Move new junk messages to Junk Folder"" works only for default account"
354463,critical,Activation of junk controls does not create junk folder
324953,normal,Run Junk Mail Controls (on selected messages) broken
396141,normal,"Crash if I press ""Delete"" button in the open message."
411524,normal,Crashes on new (GMail) IMAP mail arrival
415564,normal,printing freezes Thunderbird then shuts Thunderbird down
359408,normal,"ignore news thread not ""ignored"" until I toggle the view | threads | ignore threads"
417361,normal,Opening new message crashes Thunderbird
371027,critical,Moving an open mail to another folder causes a crash
418111,normal,"search ""entire message"" doesn't, really"
335380,normal,"long timeout or crash if special files are attached in a mail and ""display attachments inline"" is enabled"
394098,major,Compacting local folder causes tag loss
325025,normal,The length of quick search bar is short.
418203,major,Signature with image in it causes hang
418372,critical,Keyboard navigation broken
418727,normal,Save as text only includes the email subject
397838,normal,Tag button shrinks in its disabled state
420009,normal,Installer cannot open mozmapi32.dll
363187,normal,Command keys (copy/paste/select all) do not work until after Edit menu has been used once
420074,critical,pressing down key deletes open message (Down Arrow on keyboard). URGENT!!
422854,critical,Can not communicate with mailserver after update!
417731,major,memory leak
373348,trivial,Help in Address Book top menu is named differently
424938,normal,Thunderbird does not respond upon start of the application and bug reporting tool appears
425709,normal,crashes during editing have only top of stack ... [@ nsACString_internal::~nsACString_internal]
419802,normal,Folder rename not allowing change of case
419987,normal,Unable to rename folder
420321,normal,New folder KR-7070a is read as same as KR-7070A
384788,normal,"Enable to rename personal folder in the ""Locals Folder"""
322654,normal,about dialog: assignment to undeclared variable gSelectedPage
335469,trivial,"In <aboutDialog.xul>, ""Warning: assignment to undeclared variable gSelectedPage"""
398947,normal,Error Console reports error in setting background colors
426478,normal,Message Source - shortcut apple-U without function
339140,normal,Warning: Key event not available on GTK2:
426581,normal,File Menu doesn't enable Attachments submenu for selected e-mails with attachments.
426658,normal,Long delay when getting new mail
427880,normal,Compose features disabled after using plain text editor
428266,normal,Check all IMAP folders for new should enabled by default
428662,normal,Subscribe dialog broken
428751,critical,deadlock dragging news article to imap account that isn't logged in
414462,critical,"if a modal dialog shows up in the mid of a drag & drop operation, the program freezes"
407653,critical,Product hangs idefinately when drag/drop from Junk and messagebox appears
428790,normal,Security Error: Content at mailbox:[...] may not load or link to chrome://messenger/skin/messageBody.css.
404704,normal,Enlarged Subject line pane when opening Thunderbird
372213,normal,Mail with no subject doesn't display unless searched for
355141,enhancement,Keep getting e-mails with almost the same subject but not being marked up as spam even know its been reported.
429772,normal,Thunderbird does not import or export mbox files
424223,normal,Hanging (beach ball) when checking bugmail
376007,normal,"when renaming a saved search, I lost the criteria"
431250,normal,crash [@ JS_strtod]
431573,major,Turning off toolbar makes Thunderbird use 100% CPU continuously
382815,critical,More annoying UI race issues
431960,normal,mail problems
432144,trivial,No up-down-arrows in all windows of Thunderbird 3.0a1pre
433180,normal,mail crashed
429840,enhancement,"make ""unread folders"" mode show folder hierarchy"
391593,enhancement,when I delete an email it automatically deletes the adjacent email in the inbox -often one I need to keep
370118,critical,"Thunderbird refuses to start: ""Cannot find mozilla runtime directory. Exiting."""
434217,normal,Thunderbird takes all available memory within minutes after starting (>800mb)
399011,major,Sharing Directory among multiple email accounts
357265,normal,crash when I check new mail from pop server
393931,normal,Thunderbird Exit Crash
409191,normal,crash when I try to view email downloaded over IMAP
348507,enhancement,Folder pane scrolling is slow
357045,normal,connection to IMAP server fails without error
436085,normal,TB does not correctly handles empty passwords
394797,normal,the entries in the address book in one of our accounts were deleted when the latest version of Thunderbird was downloaded and installed
370914,trivial,Thunderbird marks new _read_ mails as unread
409278,normal,Status bar messages go to single message window
334887,normal,"reproducable button painting problem in ""compose send format"" sheet / dialog and tooltips"
438783,normal,Thunderbird shows an additional attachment
336052,normal,cursor disappears when saving composed email in an imap account
369970,critical,smtp dies if incoming POP or IMAP server goes down
436769,normal,Marking as junk also marks next message as read
418733,normal,I accidentally deleted an address list.
379311,normal,Addresses will not delete or be edited
439259,normal,Thunderbird crashes (screen freezes) after retrieving mail
439277,normal,"after install, will Not launch"
427371,major,composing mail to newsgroup freezes TB 20080405
439897,major,frozen after popping up for displaying alert account over quota
360800,minor,Confirm dialog for notification is not descriptive enough
437111,normal,fichero XXL en el thunderbird
440370,normal,LDAP Autocompletion only works for first address in address entry
440695,normal,Attachment confusion
433107,trivial,"Drop down arrow for ""To/CC/BCC/.."" too close to the edge"
442360,normal,Drag and drop of folders broken (yet again)
431040,critical,Loosing mail
437755,critical,Can't access to ThunderBird front end
432799,normal,move to ... again (move to last folder again)
384590,minor,Drag and drop big attachment from mails to desktop works only if left mouse button is hold down for a long time.
412245,major,"Italian Date format problem, Year component"
345174,critical,Thunderbird breaks Exchange when installed on server
328872,critical,[dataloss] drag-drop move of 100s of messages to new folder causes incorrect count
445066,critical,Thunderbird deletes e-mail instead of copying it to Gmail IMAP
396302,normal,"retention policy will spontaneously reset on some folders to ""don't delete any messages"""
446313,normal,Pressing <ENTER> on focused attachment does not trigger default download action (keyboard navigation)
442925,normal,new mail notifications end up in wrong place on screen after randr
442546,normal,ubuntu thunderbird 2.0.0.14 crashes when profile dir from windows thunderbird 2.0.0.14 is used
415753,normal,Wrong headings on buttons in spell check window when sending mail
447746,normal,Rename Folder rejects case changes
448455,blocker,Excessively complex FETCH attribute list Error
448790,normal,Cannot get rid of an unwanted view (a calendar?)
449988,critical,When I tried to run Thunderbird I got could not connect to server mail.bellsouth.net; the connection was refused
444697,normal,Error if send while compacting.
356655,normal,Whilst closing thunderbird (nightly build) version an display saying you encountered a problem and need to close down.
350314,trivial,STARTTLS is called TLS in user preferences
450649,normal,"The link ""click'here' to get the rest of truncated mail"" is not working."
448254,normal,A URL included Japanese always is broken by a speace
342277,normal,"leak in ""Offline & Disk Space"""
362658,normal,"message menu for a saved .eml file should not have ""Move Again"" as a menu item"
363558,normal,End of last line handled incorrectly
451302,normal,New Messages in Certain filtered folders do not appear
451705,normal,can drag the separator below the subject row upwards over subject
349217,normal,Use the standard RSS icon for web feeds in Tb
451841,normal,"Use new search textbox widget in ""Download Actions"" dialog"
451891,major,write message is broken
387998,enhancement,when moving messages from one folder to another cpu is at 100% and process taking huge amounts of time
452014,normal,cleanup of nsMailboxProtocol::LoadUrl
379039,major,Some random messages not showing in Inbox IMAP folder.
441666,blocker,Filter dialog fails to list newsgroups
448971,normal,Select all for addresses im mail window does not work
452823,major,TB (Shredder) crashes when opening a second message window
452832,normal,drag and drop multiple messages between folders fails
453956,major,free(): invalid next size (fast)
430762,enhancement,Start page for Alpha/Beta builds
454848,major,Forwarding e-mail no longer works in nightlies
454549,major,"Unable to change SSL state, or server settings."
455801,normal,Polish changes to message reader for b1
454622,normal,"mail won't download if ""Allow anti-virus clients to quarantine individual incoming messages"" is checked"
454973,normal,No vertical space between label and accesskey in Shredder main menu
456419,major,"Opening mails in a new tab -> tab is EMPTY !!!  (when ""message pane"" view disabled)"
444353,major,when sending a POP3 email Thunderbird freezes for about 30 seconds and other applications slow down
452162,normal,Spinoff of bug
453522,normal,New Thunderbird installation triggered Spyware Doctor v.6 to report adware to be installing
456871,normal,Shredder Crashes When Sending Message
457622,normal,Thunderbird app suddenly disappeared from hard disc....along with all e-mails and address book
457815,major,"ALL Message Filters disappear from the Message Filters window but keep working, eventually reappear as good as new, and the process repeats."
448694,enhancement,"Move ""Remember the last selected message"" to Display"
456754,normal,"""Mark as junk"" button space on message header pane left empty when reading a news message"
365144,normal,can't use web/home on keyboard to start browser
359665,normal,New Email Alert displays raw HTML in message highlight
459249,normal,imap undo redo delete seams to lose some data
324485,major,Mails on second account are deleted or emptied
388840,normal,lost settings & mail
389058,normal,Lost message filters at upgrade time
428814,normal,Saved email folders disappeared
454603,normal,Lost all messages from my inbox
459465,critical,I have lost all of my emails and the program wont start at all; I tried to re download the program and it says there is an error again.
459682,normal,S/MIME signing messes HTML templates
