id,description
330310,[PostgreSQL] Perl crashes during checksetup.pl on Windows ActiveState Perl 5.8.7
330365,"[PostgreSQL] It's somehow possible to generate two ""relevance"" columns on buglist.cgi"
330365,"Boolean charts can somehow generate two ""relevance"" columns for buglist.cgi"
330365,"[PostgreSQL] Crash when changing the displayed columns after a ""specific"" search"
330588,missing newline in Search.pm
330588,Missing newline in Search.pm
330430,Data too long for column 'thetext'
330430,Data too long for column 'thetext' when inserting multi-byte characters
330580,Postgres: Email may or may not be sent from BugMail::ProcessOneBug()
330580,[PostgreSQL] Email may or may not be sent from BugMail::ProcessOneBug()
330599,checksetup.pl - mysql 5.1.7 incompatibility when creating schema - TYPE=MYISAM
330599,"[MySQL 5.1] MySQL does not support ""TYPE"" as part of CREATE TABLE"
330986,local_file_too_large doesn't make sense
330986,"Saying anything to users about ""local file"" storage for attachments is confusing"
330986,"Standardize confusing ""local/big file"" storage term for attachments"
330988,Errors should consistently use only one of authorized and authorised
330988,"Errors should consistently use only one of ""authorized"" or ""authorised"""
330989,"Why does illegal_change_deps use ""empowered"" inconsistently with ""allowed"""
330989,"illegal_change_deps error uses ""empowered"" inconsistently with ""allowed"""
332190,Bugzilla do not proccess strings as Unicode strings when UTF-8 parameter is set
332190,Bugzilla does not proccess strings as Unicode strings when UTF-8 parameter is set
332705,Already marked as duplicate - This bug has already been marked as a duplicate of bug 328615.
332705,Taking a bug when posting a new attachment doesn't update the 'duplicates' table
331343,twice SQLQuote in Bugzilla::flag::modify
331343,The timestamp is quoted twice in Bugzilla::Flag::modify()
333031,Uninitialized value when entering a new bug with no alias given
333031,Uninitialized value when entering a new bug and an alias is given
333442,checksetup  fails on renaming short_desc key without key kength
333442,[MYSQL] checksetup  fails on renaming short_desc key without key kength
330633,remove the reset button on editparams.cgi
330633,Remove the reset button on editparams.cgi
330633,"Remove the ""Reset Form"" button on editparams.cgi"
333867,contrariety example in search-help
333867,Incorrect examples for time units in Advanced Query help
325079,The login form on the Bugzilla home page may redirect your login and password to another site
325079,[SECURITY] The login form on the Bugzilla home page may redirect your login and password to another site
329197,"Update ""Release Info"" page for Bugzilla 2.20.2, 2.22, and 2.23.1"
329197,"Update ""Release Info"" pages for Bugzilla 2.20.2, 2.22, and 2.23.1"
335572,"potgresql : varchar(64), value is to small or not the same as mysql"
335572,contrib/bzdbcopy.pl fails because it tries to insert too long a name into fielddefs
335999,Remove documentation specific to MySQL 3.x
335999,Remove documentation specific to MySQL 3.x (and to Pg 7.4.x on tip)
336146,can't turn on time tracking
336146,Can't change parameters from editparams.cgi
336890,bz2.22 templates bugs
336890,Various minor template bugs in Bugzilla 2.22
336890,Various minor template bugs
337670,"query.cgi: ""Group"" in boolean chart only of limited use"
337670,"query.cgi: NOT(""Group"" ""is equal to"" ""Y"") does not work"
338633,"Changed Target Milestone in Reopened Bugs, change status to NEW"
338633,Reassigning REOPENED bugs changed status to NEW
338573,Auth throws an insecure dependency error because username is tainted
338573,Auth could throw an insecure dependency error if username is tainted
338816,incoming email address fuzzy matching
338816,Inbound email does fuzzy matching on email addresses
339357,Bogus Attachment #0 created on large file upload
339357,2.20.1 Bogus Attachment #0 created on large file upload
339357,Bogus Attachment #0 created on large file upload
339667,Attachment data not deleted when deleting a component
339667,Attachment data not deleted when deleting a component or a product
340130,B8 and B9 don't have consistent URLs due to lack of section id
340130,B8 and B9 don't have consistent URLs due to lack of section ID
338439,http://www.bugzilla.org/docs/tip/html/faq.html answers could do with some updating.
338439,FAQ answers could do with some updating
337717,Bugzilla whine sends email to users listed in data/nomail
337717,whineatnews.pl sends email to users listed in data/nomail
337717,"whineatnews.pl sends email to users having ""Bugmail Disabled = 1"""
340139,"When adding a new attachment, data inserted in the bugs_activity are quoted"
340139,"When adding a new attachment, data inserted in the bugs_activity table are quoted"
340350,"009bugwords.t fails to detect /bugs?,/"
340350,009bugwords.t barewords detection is imperfect
340525,The ImageMagick PPM doesn\'t exist (wrong install instruction)
340525,The ImageMagick PPM doesn't exist (wrong install instruction)
340904,We no longer have passwords in clear text
340904,Bugzilla no longer stores passwords in clear text
341091,checksetup problem adding indices
341091,checksetup breaks if there are duplicate versions for a product
341194,Status update for 2.23.2
341194,DUPE.
341273,Add back the bugzilla version
341273,Display Bugzilla version in a public place on Bugzilla installs
341492,Collectstats --regenerate fails
341492,./collectstats.pl --regenerate fails
323031,process_bug.cgi crashes when encountering a deleted user
323031,process_bug.cgi crashes when encountering a deleted user account and when strict_isolation is on
342053,Quicksearch.pm defined $cgi outside routines
342053,Quicksearch.pm defines $cgi outside routines
343294,Update notification not working without direct HTTP access
343294,Update notification does not work through an HTTP proxy
343566,Runtests test 004 fails on some systems with a complaint about RELATIVE
343566,Runtests test 004template.t fails on some systems with a complaint about RELATIVE
340967,The login form appears twice when trying to add an attachment
340967,The login form appears twice when trying to add an attachment (due to two consecutive calls to Bugzilla->login)
343752,order not properly validated
343752,The 'order' field in buglist.cgi is not properly parsed when using aliases
339731,LDAP: full URI drop code duplicated with Net::LDAP
339731,[LDAP] URI-parsing code duplicated with Net::LDAP
344106,Error upgrading Bugzilla to version 2.23.2+
344106,Error upgrading Bugzilla to version 2.23.2+ with perl 5.8.0
344298,workaround for importxml.pl performance problem
344298,importxml.pl performance problem
342757,"searching results in ""YOUR BROWSER DOESN'T SUPPORT THIS SERVER-PUSH TECHNOLOGY"" warning on brower that does under mod_perl"
342757,"searching results in ""YOUR BROWSER DOESN'T SUPPORT THIS SERVER-PUSH TECHNOLOGY"" warning on brower under mod_perl"
344448,editparams.cgi doesn't let me clear a group in editparams.cgi
344448,editparams.cgi doesn't let me clear a group
344527,Charts are broken using mod_perl
344527,Charts and dependency graphs are broken using mod_perl
344527,Old Charts are broken using mod_perl
344507,Users watching you: None
344507,"Users watching you: None should be ""No one"""
323521,editkeywords.cgi does not HTMLify descriptions
323521,editkeywords.cgi and describekeywords.cgi treat description differently as regards HTML
324235,poor wording on parameter showall products
324235,Poor description on show_all_products parameter
345480,"process_bug.cgi: Argument ""--do_not_change--"" isn't numeric"
345480,process_bug.cgi throws an error when changing multiple bugs
326946,Change hide_resolved=1 to be the default behavior of showdependencytree.cgi
326946,Hide resolved bugs by default when accessing showdependencytree.cgi from show_bug.cgi
345971,Should we consistently use webserver or web server?
345971,"Consistently use ""web server"" instead of ""webserver"""
346091,"""Use of uninitialized value in integer addition"" on buglist.cgi under AIX 5.3"
346091,editparams.cgi should validate the 'timezone' parameter
346155,users with grant anything can see member lists for all groups
346155,users with bless privs can see member lists for all groups
346245,attribute parameter 'mschumann@inconso.de' is not a hash ref at Bugzilla/Auth/Verify.pm line 112
346245,attribute parameter 'johndoe@company.tld' is not a hash ref at Bugzilla/Auth/Verify.pm line 112
346350,Update makedocs.pl for the mod_perl version
346350,Update makedocs.pl for the mod_perl version details
346249,Query result in XML format is invalid to Bugzilla DTD
346249,show_bug produces invalid XML according to its DTD
346451,too much results in report.cgi details
346451,Closed bugs shown in buglist from report.cgi when asking for all open bugs
347124,Bugzilla download Page empty
347124,Bad UI on the Bugzilla download Page when the window is too small
347124,"Bad UI on the Bugzilla download Page when the window is too small, with IE6"
345547,shutdownhtml will not work under mod_perl
345547,Bugzilla.pm needs to be re-architected so that shutdownhtml will work under mod_perl
345547,shutdownhtml will not work under mod_perl
349356,complain about microsoft
349356,Correctly detects PPC as PocketPC (not only PowerPC)
349356,Correctly detect PPC as PocketPC (not only PowerPC)
349026,Find a Specific Bug for Closed bugs returns NO ROWS
349026,Find a Specific Bug for Closed bugs returns NO ROWS with perl-CGI 3.20
349026,Find a Specific Bug for Closed bugs returns NO ROWS with perl-CGI 3.19+
349026,Find a Specific Bug for Closed bugs returns NO ROWS with perl-CGI 3.18 - 3.20
349665,Hooks in 2.22: Critical discreptancy between documentation and reality (in tarball)
349665,Hooks in 2.22: discrepancy between documentation and reality (in tarball)
349852,“I'm added to or removed from this capacity” user pref doesn't work for new bugs
349852,"""I'm added to or removed from this capacity"" user pref doesn't work for new bugs"
350083,Bugzilla::AUTOLOAD tries to find Bugzilla::Bug::confess() when a bug method doesn't exist
350083,Bugzilla::Bug::AUTOLOAD tries to find Bugzilla::Bug::confess() when a bug method doesn't exist
345958,Inactive Flag Types should not be a fatal error - Bugzilla has suffered an internal error.
345958,"Do not throw an error if an inactive flag type is set to ""X"" while editing a bug"
350112,bugzilla-update.xml missing
350112,"Error about ""data/bugzilla-update.xml"" being unreadable"
349764,"CodeErrors print out a whole HTML page, even when we're not in USAGE_MODE_BROWSER"
349764,"Errors print out a whole HTML page, even when we're not in USAGE_MODE_BROWSER"
351765,bz goes deadloop on some comments
351765,Bugzilla goes into an infinite loop on comments with tabs in them
352700,Classification->products returns all products regardless of user privileges
352700,Unprivilged users are able to view restricted products on query.cgi
352967,"Changing a DB column type to ""serial"" is broken on postgre"
352967,"[PostgreSQL] Changing a DB column type to ""serial"" is broken on postgres 8.1"
354304,Changing multiple bugs fails
354304,Changing several bugs at once fails if aliases are in use
354860,Bug search summary window miniturized under FF & Opera; Normal size under IE
354860,Bug search summary iframe is too short in Firefox and Opera (ok in IE)
352410,Shared Queries don't work if usevisibiltygroups is off
352410,Shared Queries don't work if usevisibilitygroups is off
341809,bugzilla.dtd does not include any custom fields
341809,bugzilla.dtd does not include any custom fields (automate DTD creation)
355616,"Top nav should have ""Preferences,"" and shouldn't have ""Sanity Check."""
355616,"The ""Actions"" section of the footer should have ""Preferences,"" and shouldn't have ""Sanity Check."""
355708,how to coustmize bugzilla new bug filing page
355708,how to customize bugzilla new bug filing page
355744,group restriction isn't applied on bug creation
355744,Bugs are not added to mandatory groups on bug creation
355870,create product with makeproductgroups on not visible for a creategroups user
355870,"Users can create products they can't edit, if makeproductgroups is on and they aren't in editusers"
355870,"Users can create products they can't edit, if makeproductgroups and entrygruopdefault are on, and they aren't in editusers"
355870,"Users with editcomponents privs can create products they can't edit if makeproductgroups and useentrygroupdefault are on, and they aren't admins"
356074,Omitting description from editfields.cgi is incorrect
356074,"Error for omitting ""cf_"" from editfields.cgi is incorrect"
356395,An error is thrown when the requestee of a private attachment is not in the insidergroup
356395,"On bug creation, an error is thrown when the requestee of a private attachment is not in the insidergroup"
356395,"On bug creation, an error is thrown when the requestee of a private attachment is not in the insidergroup, or when the requestee is not in the grant group (also for bug flags)"
356395,"On bug creation, an error is thrown when the requestee of a private attachment is not in the insidergroup, or when the requestee is not in the grant group (for attachment flags)"
330555,"H1, H2 and H3 are not filtered in global/header.html.tmpl"
330555,"[SECURITY] H1, H2 and H3 are not filtered in global/header.html.tmpl"
346086,attachment.cgi lets you view descriptions of private attachments even when you are not in the insidergroup
346086,[SECURITY] attachment.cgi lets you view descriptions of private attachments even when you are not in the insidergroup
355728,"XSS in the ""id"" parameter of showdependencygraph when ""doall"" is set"
355728,"[SECURITY] XSS in the ""id"" parameter of showdependencygraph when ""doall"" is set"
346564,timetracking deadline leaks in xml
346564,[SECURITY] timetracking deadline leaks in XML
357278,BugMail.pl should use values from globals/field-descs.none.tmpl (Resolution & Status specifically)
357278,BugMail.pm should use values from globals/field-descs.none.tmpl (Resolution & Status specifically)
357278,BugMail doesn't translate Resolution/Status using field-descs
357537,MIME-Types version requirement is at least 0.02
357537,MIME-Types direct requirement is unnecessary
357677,Crash on enter_bug.cgi
357677,Crash on enter_bug.cgi / incorrect LIST_ORDER when building user objects
357847,Perl modules Email-Reply and Email-MIME-Modifier missing from the
357847,Perl modules Email-Reply and Email-MIME-Modifier missing from landfill PPM repo
357847,recomment Theory58S instead of landfill for ppm users
357847,recommend Theory58S instead of landfill for ppm users
357433,"Labels of custom fields are left aligned on enter_bug.cgi,post_bug.cgi"
357433,Labels of custom fields are left aligned on enter_bug.cgi and post_bug.cgi
359234,missing indexes cause upgrades to fail -- code think-o
359234,missing indexes on the cc and profiles table cause upgrades to fail
358354,WebService should check if a user needs to login before performing an operation
358354,WebService should perform a login in xmlrpc.cgi
357873,loginnetmask param should default to 1
357873,loginnetmask param should default to 0
359768,voting should not offer a text field if the user only has one vote available or voting error is wrong
359768,Confusing error message when a user has too many votes for a product
360630,doesn't print html header
360630,Error with sendmail.exe (page doesn't print html header)
361176,[PostgreSQL] Warning when creating the logincookies table
361176,[PostgreSQL] Warning when creating tables for the first time
361158,UTF-8 conversion fails on MySQL 5
361158,UTF-8 conversion fails on MySQL 5 (attach_data.id; CHARACTER SET binary NOT NULL)
361842,no midair collision for dependency when changing severity
361842,"When filing a bug with dependencies, delta_ts is not updated on dependent bugs, preventing correct midair collision detection in these bugs"
361867,allowbugdeletion should not say versions can delete bugs
361867,The description for the 'allowbugdeletion' parameter should not say deleting versions can delete bugs
362098,Some bug status changes are not possible
362098,"Some bug status changes are not possible (NEW to UNCONFIRMED, WONTFIX to WORKSFORME, etc.)"
362865,email-in.pl permissions not good after running checksetup
362865,email_in.pl permissions not good after running checksetup
359315,"""NNTP"" and ""IO"" should be filtered out of the mail_delivery_method options, or made useful"
359315,"""NNTP"" and ""IO"" should be filtered out of the mail_delivery_method options"
363371,"If recode.pl --guess is unable to detect some encodings, checksetup.pl will never complete (unless you agree to loose some data)"
363371,"It is hard to determine which row has a failed encoding, with recode.pl --guess"
363908,"Consistently name User Preferences, err Default Preferences, err Edit Settings"
363908,Consistently name the Settings control panel (User Preferences)
363912,Don't mix query and search
363912,"editwhines uses both the word ""query"" and the word ""search"" for the same thing"
363916,how could i possibly be using quicksearch?
363916,buglist.cgi can throw an error about JavaScript even though QuickSearch no longer uses JS
363915,edit group should italicize (em?) not linkify (a) the edited group
363915,"The group currently being edited should not be linkified, in editgroups.cgi"
364055,Message confusing when your version of DBD::foo or MySQL/Pg is too old
364055,Message confusing when your version of DBD::foo is too old
364095,Default footer does not validate as valid HTML
364095,Default template does not validate as valid HTML
364156,Inefficient SQL: Selects components one-by-one
364156,Inefficient SQL: Selects versions one-by-one
364173,Help: i'm having a very hard time counting to two
364173,"In showdependencytree.cgi, open bugs blocking closed bugs are still counted when hide_resolved=1"
335389,"flags should use '', '?', '-', '+' as option order"
335389,"flags should use '', '?', '+', '-' as option order"
364172,None is not a good continuation for  0 Open bugs that bug 20 depends on
364172,Wording on showdependencytree.cgi is bad when there are no dependencies
364169,why is there a show votes for this bug if the bug has no votes?
364169,"There is a ""show votes for this bug"" link when the bug has no votes"
364237,"With 345 products, query.cgi is currently much slower than 2.22.2"
364237,"With 345 products, query.cgi is currently much slower than 2.22.1+"
364165,Unclassified appears in format for printing but not normal view
364165,"""Unclassified"" classification appears in ""Format for Printing"" but not normal view"
364216,Flag::_validate() called with wrong arguments when retargetting flags
364216,Flag::retarget() is broken
364950,"""Enter Bug"" page does not valid due to <input> in <table>"
364950,"""Enter Bug"" page does not validate due to <input> in <table>"
363717,Double quotes in comments
363717,Cloning a bug results in HTML-filtered text in initial description
364851,'b' is a duplicated mnemonic
364851,Some accesskeys are duplicated when viewing a bug
365059,[currentclassification] should appear *after* product name in reclassify
365059,[currentclassification] should appear as --currentclassification-- header items preceding sections containing bare product names in reclassify
365064,describecomponents.cgi is blank if classifications are enabled
365064,describecomponents.cgi is blank
364164,"""Flags"" box on show_bug.cgi doesn't validate due to empty <option>"
364164,Option boxes for flags on enter_bug.cgi box are different sizes
364164,<select> fields for flags are of different widths if you are not in the grant group for all flags
365070,enter_bug.cgi and IE do not agree resulting in bugzilla accusing me of filing bugs using the same form
365070,"MSIE caches enter_bug, causing the  do not agree resulting in bugzilla accusing me of filing bugs using the same form"
365070,"MSIE caches enter_bug, causing the token reuse error to show up when you file additional bugs"
365092,core bugs page is too long (29K lines source)
365092,Enter Bug page is too long (29K lines source for product=Core)
365092,Inactive flag types should be excluded from the JS array in the bug creation form
365122,Success messages shouldn't be red
365122,Success messages in userprefs.cgi shouldn't be red
365374,Changing a bug with >844 recipients can be faster
365374,The newchangedmail template calls field-descs when it only needs variables.none.tmpl (perf problem)
365442,"If product/component does not have any flags, ""Flags: / Requestee:"" header should not be shown"
365442,"If product/component does not have any flags, ""Flags: / Requestee:"" header should not be shown on the bug creation form"
365444,Obsolete custom fields are shown in email notification for new bugs
365444,Obsolete custom fields are shown in e-mail notifications for new bugs
365450,stupid markups in global/messages
365450,misuse of some HTML tags in global/messages.html.tmpl
365554,globbal/user-error uses p as br
365554,global/user-error uses p as br
365555,globbal/code-error uses strange mark up
365555,global/code-error uses strange mark up
365556,globbal/confirm-user-match uses strange mark up/uses p as br
365556,global/confirm-user-match uses strange mark up/uses p as br
365525,..
365525,Periods in wrong place in relation to parentheses
365739,Wrong error message while attaching a invalid filein bug creation
365739,Wrong error message while attaching a invalid file in bug creation
365739,An error is thrown when attaching a too big file on bug creation
365559,account/confirm-new uses p as br
365559,account/email/confirm-new uses p as br
365560,account/permissions uses invalid usage for p
365560,account/prefs/permissions uses invalid usage for p
365035,Problem to define path caused by Bugzilla::Config (with fix :)
365035,sendmail cannot execute importxml.pl from any other path than the bugzilla directory
362066,strict_isolation: cannot remove user from CC list
362066,strict_isolation: cannot remove users from the bug if their privs changed so that they can no longer edit bugs in the product
362996,email_in.pl throws warnings of uninitialized values given certain input
362996,email_in.pl throws warnings of uninitialized values when no content-type is given
365129,"""Form field version was not defined."" when changing products and not selecting a version"
365129,"When moving a bug to another product and the target product has only one component, version or target milestone, automatically select them instead of throwing an error"
366187,CC'ing while changing a flag prevents bugmail going to users who only disabled 'The CC field changes'
366187,Bugmail should consider 'Any field not mentioned above changes' even when a 'known' field changes
366219,download attachments with their original names
366219,Download attachments with their original names when using Save Link As
366041,Problem with foreign characters
366041,"Problem with foreign characters (æ, ø, å, Æ, Ø and Å)"
366152,enter_bug accepted ?whitespace? in url field but it was forcibly truncated / removed by process_bug
366152,"process_bug trims whitespace from the URL field, process_bug doesn't"
366152,"process_bug trims whitespace from the URL field, post_bug doesn't"
366152,Trim whitespaces from the URL field
366306,Can't use attachments.thedata as a field name.
366306,Can't use attachments.thedata as a field name when using old saved search
366384,improve Delete Component of Product 'Derivatives'
366384,"improve the message ""Delete Component of Product 'Derivatives'"""
366385,improve Deleted Component '''' from Product 'Derivatives'
366385,"improve the message ""Deleted Component '''' from Product 'Derivatives'"""
346329,Tabular report csv eport does not include totals
346329,Tabular report csv export does not include totals
344432,add bugs to the new saved search needs an editor
344432,add bugs to the new named tag needs an editor
366558,importxml dies because sql query with field ID in table versions
366558,Bugzilla/Versions.pm constant DB_COLUMNS wrong
366558,Versions.pm and Milestones.pm constant DB_COLUMNS wrong?!
366994,private comments cheat global watchers out of new bug notifications
366994,private comments cause new bugmail to not be sent to people not in the security group
366994,private comments cause new bugmail to not be sent to people not in the insider group
366994,private comments cause bugmail to not be sent to people not in the insider group even if there are public changes
367071,"mod_perl <Directory> block doesn't let .htaccess work, and doesn't include the blacklists for files that shouldn't be downloaded"
367071,"[SECURITY] mod_perl <Directory> block doesn't let .htaccess work, and doesn't include the blacklists for files that shouldn't be downloaded"
367466,trying to file a bug you wrote the previous night fails without any way to retrieve the bug report
367466,"If you submit enter_bug three days after you fill it out, you can't submit the bug"
367466,"If you submit a bug report three days after you fill it out, the token has expired and you can't submit the bug"
367872,Edit products
367872,The Edit products group
367924,[Tue Jan 23 12:13:56 2007] index.cgi : Use of uninitialized value in substitution (s///) at (eval 22) line 44.
367924,index.cgi : Use of uninitialized value in substitution (s///) at (eval 22) line 44.
367924,[Tue Jan 23 12:13:56 2007] index.cgi : Use of uninitialized value in substitution (s///) at (eval 22) line 44.
361114,Release Bugzilla 2.22.2 and 2.23.4
361114,"Release Bugzilla 2.20.4, 2.22.2 and 2.23.4"
361115,Release Notes For Bugzilla 2.22.2
361115,Release Notes For Bugzilla 2.20.4 and 2.22.2
361115,Release Notes For Bugzilla 2.22.2
361116,Release/News Announcement for Bugzilla 2.22.2 and 2.23.4
361116,"Release/News Announcement for Bugzilla 2.20.4, 2.22.2 and 2.23.4"
361117,"Update ""Release Info"" pages for Bugzilla 2.22.2 and 2.23.4"
361117,"Update ""Release Info"" pages for Bugzilla 2.20.4, 2.22.2 and 2.23.4"
361118,Status Update for Bugzilla 2.22.2 and 2.23.4
361118,"Status Update for Bugzilla 2.20.4, 2.22.2 and 2.23.4"
361119,"Update ""Download"" Page for Bugzilla 2.22.2 and 2.23.4"
361119,"Update ""Download"" Page for Bugzilla 2.20.4, 2.22.2 and 2.23.4"
361120,"Update ""Changes"" Page for Bugzilla 2.22.2 and 2.23.4"
361120,"Update ""Changes"" Page for Bugzilla 2.20.4, 2.22.2 and 2.23.4"
368047,Midair-overriding reopening-midair by closing leaves resolution empty
368047,Overriding reopening-midair by closing leaves resolution empty
368147,A coding error preventing converting of database table to finish
368147,Installation does not work with DBD::mysql 4.0
368147,Upgrade does not work with modern DBI versions
368147,Upgrade from 2.16 and earlier does not work with DBD::mysql 4.0
367674,[SECURITY] Possible XSS when reading Atom feeds
367674,[SECURITY] XSS when reading Atom feeds due to unescaped HTML
348282,importxml.pl throws Bugzilla::Bug::ValidateTime warnings if the exporter was not in the timetrackinggroup
348282,importxml.pl throws Bugzilla::Bug::ValidateTime warnings if the time value is not defined and param timetrackinggroup defined.
369329,"bz_webservice_demo broken: HTTP::Header returns ""Unexpected field value"""
369329,"login calls in WebService.pm with valid user & pass fails because ""Unexpected field value"""
369835,email_in.pl does should convert character encoding to utf8
369835,email_in.pl should convert character encoding to utf8
369960,Fix regular expression for guided create bug template
369960,Ensure 'steps to reproduce' does not appear when there aren't any (field is blanked out)
370010,Offer Apache::SizeLimit hacks for mod_perl in comments in mod_perl.pl
370010,Use Apache::SizeLimit in mod_perl.pl to limit outrageous Apache memory usage
370155,Whiteboard should not log changes in bug activity
370155,"If Whiteboard logs changes in bug activity, it should be named something else"
370398,Dependency graph do not show up
370398,Dependency graph wrong url path
370398,Dependency graph wrong url path under mod_perl
370370,"mod_perl crashes when going to ""Parameters"" page"
370370,mod_perl crashes only on editparams.cgi page
370370,"On Windows, Bugzilla crashes when accessing editparams.cgi with mod_perl enabled"
370921,reporter_accessible and cclist_accessible checkboxes in show_bug.cgi are editable by users with no privs
370921,reporter_accessible and cclist_accessible checkboxes in show_bug.cgi appear editable by users with no privs
370705,"Create ""new features"" page for Bugzilla 3.0"
370705,"Create ""new features"" page for Bugzilla 3.0 and update Release pages"
372723,Bookmarkable templates should not contain tokens
372723,Bookmarkable template URLs on enter_bug.cgi contain tokens
372723,Bookmarkable template URLs on enter_bug.cgi should not contain tokens
352615,attachment.cgi?action=diff abuses tables badly
352615,[PatchReader] attachment.cgi?action=diff abuses tables badly
352615,[PatchReader] Group empty cells together to reduce the size of the diff page
373413,Wrong variable used when displaying the resolution
373413,Wrong variable used when clearing the bug resolution
368006,patch for Bug 365503 always produces empty p element
368006,Useless <p></p> tags in admin/products/footer.html.tmpl
373492,Data in data/mining/* are corrupted
373492,Data in data/mining/* is corrupted
373865,group name are missing on the group edit page
373865,Group name is missing in the title of the group edit page
373869,In search result screen sort the bugs by any custom field displays an error screen
373869,Custom field names must be all lowercase or buglist.cgi sorting throws an error
374302,Bug 354627 introduced some broken <table>
374302,Some <table> tags are incorrect in admin/groups/edit.html.tmpl
374951,Initial installation creates the mysql db using latin1 charset
374951,Initial installation creates the mysql db using latin1 charset (utf8 collation problem)
374951,Initial installation creates the mysql db using latin1 charset (utf8 illegal mix of collations)
375251,Typo in the Bugzilla::WebService documentation
375251,Typo in the Bugzilla::WebService pod
375287,merge-users.pl not updated for 3.0
375287,Remove the version check in contrib/merge-users.pl
377471,Bugzilla request Target milestone to be set even if it set
377471,Bugzilla request Target milestone to be set even if it is set
369933,Install Quick Search Plugin for Firefox or IE does not use the URL Util Method
369933,Use Bugzilla::Util::correct_urlbase() everywhere in templates to get the correct URL to the Bugzilla installation
378865,e-mails are wide open in Thunderbird's BugZilla system
378865,e-mails are wide open in Bugzilla
378907,edit user back to the edit user list should rely on Referrer not url encoding the search
378907,Bad wording in the error message when trying to create a product with an existing name
376911,Setting charset in http headers from Bugzilla::CGI object charset property doesn't work with content-types others as text subtype
